Nombre,Dirección,Localidad,Teléfono,Horario,Precio,Página web,Contacto,Correo electrónico,Observaciones,Perfil 1,Perfil 2,Foto
Museo del Mar universidad Jorge Tadeo Lozano ,KR 4 # 22 - 61,Los Mártires,242 70 30 Extensión 3140 - 1950,Ingreso de Lunes a Viernes de 9:00 A.M. a  12:30 P.M. de 2:00 P.M. a 4:30 P.M. ; Sábados de 9:00 A.M. a 12:30 P.M.,NA,http://avalon.utadeo.edu.co/dependencias/museo/,Andrés franco (Director),andres.franco@utadeo.edu.co/museo.mar@utadeo.edu.co,Ninguna,Cultural,Ocio,
Museo del Oro Banco de La República,KR 6 # 15 - 88,Santa Fe,343 22 22,"Martes a Sábado de 9:00 A.M. a 6:00 P.M.; Domingo 10:00 A.M. a 4:00 P.M. Visitas guiadas: Martes a Viernes en español 11:00 A.M., 3:00 P.M., 4:00 P.M., en Inglés 11:00 A.M., 4:00 P.M. Los martes y sábados a las 3:00 P.M. la visita es temática","$4000 Entrada general, el Domingo es gratuito. Adultos mayores, personas en condiciones de discapacidad y niños menores de 5 años entran gratis. ",www.banrepcultura.org,"Efraín Riaño, Director de la unidad de artes y colecciones, Ángela Pérez Mejía, Gerencia General.","prensablaa@banrep.gov.co   Felicitaciones, quejas y denuncias: atencionalciudadano@banrep.gov.co                                            ",Ninguna,Cultural,Ocio,
Museo del Vidrio de Bogotá MEVIBO,KR 1A  # 6C - 75 SUR,San Cristóbal,464 60 11,Martes a Domingo de 9:00 A.M. a 4:30 P.M.,"$5000 por persona, público en general. - La ruta del vidrio: Ruta en una Van por vitrales $15000 cada persona y no se hace con menos de 15 personas.",NR,Director del Museo: Fernando Pérez,museodelvidriodebogota@gmail.com/ ,Ninguna,Cultural,Ocio,
Museo Exposición El Hombre - Museo del ser humano ,CL 23A # 18 - 90,Los Mártires,599 62 33 - 352 16 86 -341 21 28,Lunes a sábado de 9:00A.M. A 12:00P.M. Y 2:00P.M. A 5:00P.M. No tiene atención Domingos y Festivos,$10000 sin excepción,www.museodelserhumano.es.tl,Melba Rocio León - Directora,museoexposicionelhombre@yahoo.com; museoexposicionelhombre@yahoo.com,Un profesor gratis por grupo si no pueden asistir al museo en los horarios estipuladoscomuniquese con Melba Rocio León al celular 3208543442 para sus boletas y programar en horario diferente,Cultural,Ocio,
Museo Francisco de Paula Santander,KR 7 # 150 - 21,Usaquén,614 75 55,Lunes a Viernes de 8:30 A.M. a 5:00 P.M. Visitas guiadas,"Niño 3,000, Adulto 5,000",En ajuste,Diego Fonegra - Director,casamuseosantander@gmail.com,Ninguna,Cultural,Ocio,
Museo Geológico Nacional (José Royo y Gómez),DG53 # 34 - 53,Teusaquillo,220 01 80 - 220 00 81 - 317 366 27 93,Lunes a Viernes de 8:00A.M. A 5:00P.M. jornada continua,NA,http://www2.sgc.gov.co/Museo/Bogota.aspx,Alberiro Malla,"museo@sgc.gov.co, cliente@sgc.gov.co",Las visitas guiadas gratuitas son con reserva anticipada,Cultural,Ocio,
Museo Histórico de La Policía Nacional,CL 9 # 9 - 27,Candelaria,515 96 77  - 515 96 79,Martes a Domingo de 9:00 A.M. a 5:00 P.M.,NA,https://www.policia.gov.co/historia/museo,Mayor Humberto Aparicio Nava,dinae.mupon@policia.gov.co,Ninguna,Cultural,Ocio,
Museo Histórico Mariano Ospina Pérez,AK 24 # 39 -22,Teusaquillo,381 64 70 Extensión 2217 - 287 86 11,Lunes a Viernes de 9:00 A.M. a 4:00 P.M.,NA,http://www.fundmarianoospinaperez.org/,Luz Rincón,fundmop@gmail.com,Para visitas en grupo se debe solicitar permiso al correo electrónico y se asigna guía,Cultural,Ocio,
Museo Internacional de la Esmeralda,CL 16 # 6 - 66 P 23,Santa Fe,482 96 43 - 4827890,Lunes a Sábado de 9:30 A.M. a 5:30 P.M.,"Adulto $5.000, Estudiantes $3500, $ 2.500 Adulto mayor, niños menores de 12 años",www.museodelaesmeralda.com,Marcela Conde (Directora Comercial)/Wilmer Mancilla ,boutique@museodelaesmeralda.com.co,Ninguna,Cultural,Ocio,
Museo Mercedes Sierra de Pérez El Chico,KR 7 # 93 - 01,Chapinero,623 10 66,Martes a Domingo de 10:00 A.M. a 1:00 P.M. - 2:00 P.M. a 5:00 P.M. ,NA,http://www.museodelchico.com/,Carolina Llano Upegui - Vicepresidenta de Promoción y Recursos,info@museodelchico.com  ,Ninguna,Cultural,Ocio,
Museo Militar de Colombia,CL 10 # 4 - 92,Candelaria,281 30 86 - 281 31 31,"Martes a Viernes de 9:00 A.M. a 4:30 P.M., Sábados y Domingos de las 10:00 A.M. a 4:30 P.M., Lunes no festivo y martes después de festivo cerrado por mantenimiento",NA,museo.militar.webnode.com.co,Teniente Mauro Javier Roa Alfonso,museomilitar@cgfm.mil.co,Ninguna,Cultural,Ocio,
Museo Nacional de Colombia,PALACIO ECHEVERRI,Santa Fe,381 64 70,"Horario visita sala de exposiciones: Martes a Domingo de 10:00 A.M. a 6:00 P.M., Horario de visita a la bóveda de orfebrería de Martes  a Viernes de 10:00 A.M. a 5:00 P.M.","Adulto $ 4.000 Estudiantes $ 3.000 Niños $ 2.000 Adulto mayor, primera infancia y personas discapacitadas no pagan, domingos son gratuitos y los miércoles de 4: 00 P.M. a 6:00 P.M. gratis",www.museonacional.gov.co,Mari amónica Fuentes (Monitora división educativa y cultural),Mfuentes@museonacional.gov.co,Ninguna,Cultural,Ocio,
Museo Nacional de Geografía y Cartografía -  Agustín Codazzi ,KR 30 # 48 - 51 - CENTRO DE INFORMACIÓN,Teusaquillo,369 41 00 Extensión 91099,Lunes a Viernes de 7:30 A.M. a 3:45 P.M.,NA,http://www.igac.gov.co/wps/portal/igac/raiz/iniciohome/!ut/p/c5/04_SB8K8xLLM9MSSzPy8xBz9CP0os3hHT3d_JydDRwN3t0BXA0_vUKMwf28PIwMzE6B8JG55T1MCur30o9Jz8pOA9oSDbMat1tEIvzzIJpC8AQ7gaKDv55Gfm6pfkBtRGeyp6wgA7JKCHw!!/dl3/d3/L3dDb0EvUU5RTGtBISEvWUZSdndBISEvNl9BSUdPQkIxQTBHRlFFMElLVTJWT0tIMjBBMg!!/,Jacobo Contreras,cig@igac.gov.co,"La biblioteca del Instituto ofrece servicios de préstamo de libros, revistas, servicio de internet interbibliotecario. Para las visitas guiadas es indispensable enviar correo electrónico )oficio con membrete de la institución y firma) dirigido a la oficina de Difusión y Mercadeo de Información (Paola Andrea Méndez) solicitando el tipo de visita a realizar",Cultural,Ocio,
Museo Observatorio Astronómico Nacional,CL 8 ADYACENTE AL PALACIO NARIÑO,Candelaria,316 50 00 Extensión 11020,"Es importante aclarar  que el Observatorio está en los jardines del Palacio de Nariño, lugar de residencia del Presidente de la República, por lo que el  ingreso al mismo es restringido y ha de hacerse necesariamenteente a través del Palacio de Nariño. Para obtener el permiso de ingreso se debe  tramitar la solicitud  a través de la secretaría del Observatorio",La entrada no tiene tarifa fija,http://ciencias.bogota.unal.edu.co/oan,"José Gregorio Portilla Barbosa, Coordinador",jgportillab@unal.edu.co,"Es importante aclarar  que el Observatorio está en los jardines del Palacio de Nariño, lugar de residencia del Presidente de la República, por lo que el  ingreso al mismo es restringido y ha de hacerse necesariamenteente a través del Palacio de Nariño. Para obtener el permiso de ingreso se debe  tramitar la solicitud  a través de la secretaría del Observatorio",Cultural,Ocio,
Museo Oficial Millonarios F.C.,KR 30 # 57 - 60,Teusaquillo,347 00 63 - 350 426 92 31,Viernes a sábado de 9 A.M. a 5 P.M. y domingos de 10 A.M. a 5 P.M.  ,"Adultos 10000, Niños 5000, los abonados y socios tienen descuento",http://www.millonarios.com.co/clubs/templade/5,Fabián Lara,museooficialmsc@gmail.com,El horario de los fines de semana varía según la programación de partidos,Cultural,Ocio,
Museo Quinta de Bolívar,CL 21 # 4A - 30 ESTE,Candelaria,3424100 Extensión 2304,"Martes a Viernes de 9:00 A.M. a 5:00 P.M., Sábados y Domingos de 10:00 A.M. a 4:00 P.M. Lunes cerrado. Domingo estrada gratuita","Adultos: $3000, Estudiantes: $2000, Niños mayores de 5 años: $1000, Personas en condición de discapacidad, adultos mayores de 60 años y niños menores de 5 años entran gratis. ",http://www.quintadebolivar.gov.co/Paginas/default.aspx,Coordinadora: Elvira Pinzón Méndez,quintabolivar@mincultura.gov.co,Ninguna,Cultural,Ocio,
Museo Santa Clara,KR 8 # 8 - 91,Candelaria,337 67 62,"Martes a Viernes de 9:00 A.M. a 5:00 P.M. (último ingreso 4:45 P.M.), Sábados y Domingos 10:00 A.M. a 4:00 P.M. (último ingreso 3:45 P.M.)","Niños menores de 12 años: $500, Estudiantes Carné: $2000, Adultos $3000, Boleto ingreso más postal de recuerdo: $1000",http://www.museocolonial.gov.co/Paginas/default.aspx,"Directora: María Constanza Toquica, Administrador: Juan Pablo Ochoa",museocolonial@mincultura.gov.co,Ninguna,Cultural,Ocio,
Museo Sociedad de Cirugía de Bogotá - Hospital San José,CL 10 # 18 - 75 - AULA MÁXIMA GUILLERMO FERGUSSON - HOSPITAL SAN JOSÉ,Los Mártires,353 81 00 Extensión 3536,Lunes A Viernes de 8:00A.M. A 4:00P.M. jornada continua,NA,www.fucsalud.edu.co-www.hospitaldesanjose.org.co,Jesús Muñoz - Coordinador General,museo@fucsalud.edu.co,Ninguna,Cultural,Ocio,
Nuestra Señora del Carmen Las Cruces,"CL 1F # 7 - 75 (Dirección despacho parroquial, no tiene placa en el templo)",Santa Fe,233 68 48,"Abierto de Lunes a Viernes de 5:30 p.m. a 6:30 p.m., Sábado de 4:30 p.m. a 6:00 p.m., Domingo de 7:30 a 1:00 p.m. y de 5:30 p.m. a 7:00 p.m. Eucaristias: Lunes a Viernes 6:00 p.m., Sábado 5:00 p.m., Domingo 8:00 a.m., 10:30 a.m., 12:00 m., 6:00 p.m. Horario Despacho Parroquial: Lunes a Viernes de 9:00 a.m. a 12:00 m. y de 1:30 p.m. a 5:30 p.m. Misa Nuestro Señor de los Milagros todos los 14 de cada mes 12:00 m. y 6:00 p.m.",NA,NA,Patricia López,plascruces@arquibogota.org.co,"Se puede hacer un acuerdo para recibir visitantes en recorrido con antelación.
Se encuentra en restauración, pero esta se realiza poco a poco y por los mismos seminaristas.",Religioso,Cultural,
"Obelisco a Los Mártires, Obelisco a Los Mártires de La Patria","AV CARACAS, CL 10 y 11 PARQUE DE LOS MÁRTIRES",Los Mártires,NA,NA,NA,NA,Ingrid Duarte Pinto - Arquitecta Contratista - 3795750 Extensión 902,ingrid.duarte@idpc.gov.co ,"Autor: Mario Lambardi, Inauguración 4 de marzo de 1880 BICD - Resolución 0035 de 2006
BICNAL - Decreto 1584 de 1975",Cultural,Mochilero,
Palacio Arzobispal,AK 7 # 10 - 20,Candelaria,350 55 11,"Oficinas Administrativas: Lunes a Viernes de 8:00 a.m. a 12:30 m. y de 2:00 p.m. a 4:30 p.m. únicamente para trámites de autenticación.
Se realiza trámites para la curia (trámites de los presbíteros y parroquias)",NA,www.arquibogota.org.co - http://directorio.arquibogota.org.co/puerta-palacio-arzobispal/ - http://directorio.arquibogota.org.co/palacio-arzobispal/,Nayibe Rosas,sec_cancilleria@arquibogota@org.co,Ninguna,Religioso,Cultural,
Palacio de Justicia - Alfonso Reyes Echandia,CL 12 # 7 - 65,Candelaria,565 85 00,Lunes a Viernes de 8:00 A.M. a 1:00 P.M. De 2:00 P.M. a 5:00 P.M.Hora de oficina,NA,www.ramajudicial.gov.co,Tito Peralta,Tperalta@consejosuperiroramajudical.gov.co,Ninguna,Cultural,Ocio,
Palacio Echeverry,KR 8 # 8- 55,Candelaria,342 41 00,Horario administrativo: Lunes a viernes de 8:00 A.M. a 5:00 P.M.,NA,www.mincultura.gov.co,Silvia Pupiales,Servicioalciudadano@mincultura.gov.co,Ninguna,Cultural,Mochilero,
Palacio Liévano (Actual sede Alcaldía Mayor de Bogotá),KR 8 # 10 - 65,Candelaria,381 30 00,Horario administrativo: Lunes  Viernes de 7:00 A.M. a 4:30 P.M. ,NA,www.bogota.gov.co,NR,NR,Los visitantes deben realizar solicitud para el ingreso,Cultural,Mochilero,
Palacio Municipal,KR 8 # 10 - 65,Candelaria,381 30 00,Lunes a Viernes de 8:00 A.M. a 5:30 P.M. Funcionarios y Visitantes,NA,NR,"Carlos Rodolfo Borja Herrera, Información.",comunicaciones@gobiernodebogota.gov.co,"Pertenece a la Alcaldía Mayor de Bogotá en un solo conjunto (Palacio Municipal, Palacio Liévano, Edificio Bicentenario)",Cultural,Mochilero,
Palacio Nariño,KR 8 # 7 - 26 ,Candelaria,596 06 31,Lunes a Viernes de 8:00 A.M. a 5:00 P.M. Horario de oficinas y de visitas,NA,www.presidencia.gov.co,NR,visitas@presidencia.gov.co,Ninguna,Cultural,Mochilero,
Palacio San Carlos,CL 10 # 5 -51,Candelaria,NR,Horario administrativo: Lunes a Viernes de 8:00 A.M. a 5:00 P.M. ,NA,NR,Cesar Franco,Cesar.franco@cancilleria.gov.co,Ninguna,Cultural,Mochilero,
Park Way de la Soledad,NORTE CL 45 SUR CL 36 SOBRE AC 24,Teusaquillo,NA,NA,NA,NA,NA,NA,Ninguna,Mochilero,Ocio,
Parque Central Bavaria,KR 14 y KR 13 AC 32 y CL 31,Santa Fe,NA,NA,NA,NA,NA,NA,Parque de Escala Vecinal,Mochilero,Ocio,
Parque Ciudad Montes,CL 10 A # 38A -25,Puente Aranda,202 64 90,Todos los días de 6:00 A.M. a 6:00 P.M. ,NA,http://www.idrd.gov.co/sitio/idrd/node/253,Administradores: Jairo Báez y Adriana Ocampo,adriana.campo@idrd.gov.co,"Ya no funciona el museo, Parque de Escala Zonal",Mochilero,Ocio,
Parque de la 93,NORTE CL 93B SUR CL 93A ORIENTE KR 11A OCCIDENTE KR13,Chapinero,NA,NA,NA,NA,NA,NA,Ninguna,Mochilero,Ocio,
Parque de la Independencia,KR 7 # 26 - 07,Santa Fe,282 79 37,6:00 A.M. a 6:00 P.M.,NA,www.idrd.gov.co,Ernesto Abello,Ernesto.abello@idrd.gov.co,Parque de Escala Metropolitana,Mochilero,Ocio,
Parque de la Independencia,CL 26 KR 5 y 7 - KR 7 # 26 - 07,Santa Fe,282 79 37,NA,NA,http://www.idrd.gov.co/sitio/idrd/node/236,Mauricio Riboi ( Administrador),Mauricio.roboi@idrd.gov.co,Parque de Escala Metropolitana,Mochilero,Ocio,
Parque de Las Cruces  ,CL 1F Y CL 2 KR 7 Y 8,Santa Fe,NA,NA,NA,NA,NA,NA,Ninguna,Mochilero,Ocio,
Parque de Los Hippies o Sucre (Parque Colón),NORTE CL 60 SUR 59A ORIENTE KR 7 OCCIDENTE KR 8,Chapinero,NA,NA,NA,http://www.idrd.gov.co/sitio/idrd/node/301,Andrés Sedano,andres.sedano@idrd.gov.co,Ninguna,Mochilero,Ocio,
Parque de los Novios (Parque El Lago),CL 63 # 45 - 10,Barrios Unidos,221 74 79,Lunes a Sábado de 8:00 A.M. a 5:00 P.M.; Domingos y Festivos de 7:00 A.M. a 5:00 P.M.; Horario atención al publico: Lunes a Viernes de 8:00 A.M. a 12:00 m y de 2:00 P.M. a 4:00 P.M.; fines de semana y festivos de 10:00 A.M. a 1:00 P.M.,NA,http://www.idrd.gov.co/sitio/idrd/content/parque-el-lago-parque-de-los-novios,Fernando González,fernando.gonzalez@idrd.gov.co,Ninguna,Mochilero,Ocio,
Parque de Los Periodistas Gabriel García Márquez,EJE AMBIENTAL y CL 17 KR 3 y 4,Santa Fe,NA,NA,NA,NA,NA,NA,Ninguna,Mochilero,Ocio,
Parque de Lourdes,NORTE CL 63A SUR AC 63 ORIENTE KR 11 OCCIDENTE KR 13,IDPC (Intervención Monumento IDPC),NA,NA,NA,NA,NA,NA,Ninguna,Mochilero,Ocio,
Parque Distrital de Humedal Torca - Guaymaral,GUAYMARAL CL 222 CON AUTO NORTE COSTADO OCCIDETAL - TORCA COSTADO NORTE PARQUE CEMENTERIO JARDINES DE PAZ,Usaquén - Suba,NR,Lunes a Sábado de 8:00 A.M. a 4:00 P.M. Domingo de 9:00 A.M. a 2:00 P.M.,NA,www.ambientebogota.gov.co/humedales,"Esteban Felipe Piñeros Avendaño, Interprete Ambiental PEDH Torca Guaymaral",esfelp 64gmail.com,No cuenta con sede de administración,Mochilero,Ocio,
Parque Ecológico Distrital de Humedal Capellanía,"AV CIUDAD DE CALI AV ESPERANZA Y FERROCARRIL DE OCCIDENTE


SECTOR 1: AVENIDA CL 24 (AV. LA ESPERANZA) CL 22 (FERROCARRIL DE OCCIDENTE) TV 94 Y KR 96F
SECTOR 2: CL 25D Y AC 24 (AV LA ESPERANZA) TV 94 y TVCARRERA 95A",Fontibón,NA,Lunes a Domingo de 8:00 A.M. a 4:00 P.M.,NA,http://ambientebogota.gov.co/web/web-ninos/capellania,CAROLINA SALGADO RAMIREZ ADMINISTRADORA HUMEDAL CAPELLANIA,carolina.salgado@ambientebogota.go.co/carolinasalgado07@gmail.com,Ninguna,Mochilero,Ocio,
Parque Ecológico Distrital de Humedal Córdoba,CL 116 # 70 - 06,Suba,310 767 92 10,"Lunes a Sábado de 8:00 A.M. a 3:00 P.M., Domingo y Festivo de 8:00 A.M. a 1:00 P.M.",NA,www.ambientebogota.gov.co/humedales,Johanna Pérez Sánchez - Administradora PEDH Córdoba SDA,johanna.perez@ambientebogota.gov.co,Por capacidad de carga máximo 20 personas,Mochilero,Ocio,
Parque Ecológico Distrital de Humedal de Santa María del Lago ,CARRERA 76 # 75B - 02,Engativa,436 4615 - 313 833 52 95,Lunes a Domingos de 6:00 A.M. a 4:30 P.M.,NA,http://ambientebogota.gov.co/web/sda/educacion,Luz Stella Rey Sabogal (Coordinadora de Educación Ambiental) - Zaridanei Moreno Ramírez - Administradora PEDH SML,Luz.rey@ambientebogota.gov.co - zaridanei.moreno@ambientebogota.gov.co,"El parque Ecológico Distrital Humedal Santa María del Lago, constituye una muestra representativa de la estructura y función de los humedales de la sabana de Bogotá, restaurada para optimizar su oferta ambiental como hábitat de las aves acuáticas y captar su valor como espacio público de educación ambiental y recreación pasiva para la ciudadanía (Articulo 25 decreto distrital 619 de 2000). Dentro de la propuesta de Parque Ecológico Distrital se busca que la comunidad se apropie del humedal y que genere una relación que beneficie al ser humano y a la naturaleza de manera sostenible.
El énfasis ambiental que se desarrolla desde esta aula es el agua como reservorio de vida. Mediante recorridos y diferentes actividades lúdicas y pedagógicas se analiza la importancia del recurso hídrico y los humedales como ecosistemas que brindan bienes y servicios ambientales. Sus visitantes tienen contacto directo con la diversidad de flora y fauna (especialmente aves acuáticas) propias de este tipo de ecosistema generando reflexiones y saldos pedagógicos sobre la importancia de la protección y manejo adecuado de estos sistemas. Se puede conocer también la estructura y composición de la vegetación acuática presente e identificar las especies arbóreas que componen su ronda hidráulica.",Mochilero,Ocio,
Parque Ecológico Distrital de Humedal Juan Amarillo,KR 91 CL 127,Suba - Engativá,320 277 93 26 - 310 880 10 43,"Lunes a Sábado de 8:00 A.M. a 4:00 P.M., Domingo de 8:00 A.M. a 1:00 P.M.",NA,"www.ambientebogota.gov.co/humedales
www.parquesdistritalesecologicos.ambientebogota.gov.co/humedales",Alejandra Hustado (Suba) - María Helena Rabeya (Engativá),alejauhg@gmail.com - marabeya@hotmail.com,Ninguna,Mochilero,Ocio,
Parque Ecológico Distrital de Humedal PEDH - El Burro,KR 83 # 7D - 00,Kennedy,319 648 44 23,"Lunes a Sábado de 8:00 A.M. a 4:00 P.M., solicitud previa a la administración",NA,www.ambientebogota.gov.co/humedales,Ingeniera Adriana Obando Céspedes - Administradora PEDH El Burro,NR,El PEDH El Burro cuenta con senderos interpretativos delimitados. Capacidad de carga: 30 personas por recorrido. Los recorridos deben ser autorizados previamente por la administración del PEDH adscrita a la SDA,Mochilero,Ocio,
Parque Ecológico Distrital de Humedal PEDH - La Vaca,KR 81D # 40C - 04 SUR,Kennedy,313 499 73 06,Lunes a Sábado de 8:00 A.M. a 4:00 P.M.,NA,www.ambientebogota.gov.co/humedales,Luisa Correa - Administradora Humedal la Vaca,luisa.correa@ambientebogota.gov.co,"Recorridos interpretativos con previa autorización del Parque Distrital de Humedal La Vaca, adscrito a la SDA/SER. Cuenta con senderos delimitados y los recorridos son guiados por interpretes ambientales de la SDA",Mochilero,Ocio,
Parque Ecológico Distrital de Humedal PEDH - Techo,KR 80F CL 10C,Kennedy,319 648 44 23,"Lunes a Sábado de 8:00 A.M. a 4:00 P.M., ingreso solicitud previa de la administración",NA,www.ambientebogota.gov.co/humedales,Ingeniera Adriana Obando Céspedes - Administradora PEDH Techo,adriana.obando@ambientebogota.gpv.co,El PEDH Techo con senderos interpretativos delimitados. Capacidad de carga: 30 personas por recorrido. Los recorridos deben ser autorizados previamente por la administración de PEDH adscrita a la SDA,Mochilero,Ocio,
Parque Ecológico Distrital de Humedal Salitre,KR 60 # 63 - 65 PARQUE RECREO DEPORTIVO EL SALITRE,Barrios Unidos,377 99 99 - 301 370 47 40 - 311 226 16 72,Lunes a Domingo de 7:00 A.M. a 4:00 P.M.,NA,www.secretariadeambiente.gov.co,"Nelson Romero - Administrador, Manuel Peña - Interprete (301 370 47 40)",NA,"El humedal El Salitre es un espacio con gran potencial de recreación activa como pasiva. Por estar en el centro geográfico del Distrito Capital, su oferta de servicios ambientales es muy importante: descontaminación del aire (consumo de CO2 principalmente), producción de oxigeno, mitigación de la propagación del ruido vehicular y de aviones (el bosque sirve de barrera sonora), es importante refugio de aves que habitan el parque Simón Bolívar. (entre julio de 2015 y julio de 2016 en monitoreo realizado por la SDA, se registran 53 especies de aves1 11 de estas migratorias.",Mochilero,Ocio,
Parque Ecológico Distrital Humedal La Conejera,CL 153 KR 136D,Suba,310 319 48 20,"Lunes a Sábado de 8:00 A.M. a 4:00 P.M., Domingo de 8:00 A.M. a 2:00 P.M.",NA,http://www.ambientebogota.gov.co/web/mes-de-los-humedales/humedal-la-conejera,"
Francy carolina Suárez - Administración PEDH",humedales@ambientebogota.gov.co; francycarolinasuarez@gmail.com,"En caso de lluvia leve, moderada o severa se solicita a los visitantes suspender el recorrido y retirarse del área protegida",Mochilero,Ocio,
Parque Ecológico Matarredonda,KR 18 Este # 12 Sur - 75,Vereda Verjón Alto,NR,NR,NR,NR,NR,NR,Ninguna,Mochilero,Ocio,
Parque El Chico,KR 7 # 93 - 01,Chapinero,623 10 66,Martes a Domingo de 10:00 A.M. a 1:00 P.M. - 2:00 P.M. a 5:00 P.M. ,NA,NA,NA,NA,Ninguna,Mochilero,Ocio,
Parque El Nogal,NORTE CL 81 SUR CL 80 ORIENTE KR 10 OCCIDENTE AK 11,Chapinero,NA,NA,NA,NA,NA,NA,Ninguna,Mochilero,Ocio,
Parque El Renacimiento,CLL 26 # 22 - 05,Los Mártires,340 95 02,Domingo a Domingo de 6:00A.M. A 6:00P.M.,NA,http://www.idrd.gov.co/sitio/idrd/node/210,Miguel Vanegas - Encargado,saulhernandez@idrd.gov.co,Parque de Escala Metropolitana,Mochilero,Ocio,
Parque El Renacimiento,NORTE AC 26 SUR CL 24 ORIENTE KR 19B OCCIDENTE KR 24,Los Mártires,340 95 02,NA,NA,NA,NA,saul.hernandez@idrd.gov.co,Parque de escala Metropolitana,Mochilero,Ocio,
Parque El Tunal,CL 48B SUR AV BOYACÁ AV MARISCAL SUCRE AV VILLAVICENCIO,Tunjuelito,769 54 25,Lunes a Domingo de 5:30A.M.-5:30P.M.,NA,http://www.idrd.gov.co/sitio/idrd/node/234,Luz Unibio ,cielo.gomez@idrd.gov.co,"Hay práctica libre gratuita cancha de tenis portería 2 de Lunes a Viernes de 5:30A.M. A 9:00A.M. Y 4:00P.M. A 5:30P.M. Sábados y Domingos de  4:00P.M. A 5:30P.M. en la cancha numero 3 y 4 la practica libre es una hora máximo por usuario.
Parque de Escala Metropolitana",Mochilero,Ocio,
Parque Entrenubes,VARIAS LOCALIDADES,"Rafael Uribe, San Cristóbal y Usme",NR ,NR ,NR ,NR ,NR ,NR ,Ninguna,Mochilero,Ocio,
Parque La Florida,AUTOPISTA MEDELLÍN KILÓMETRO 2 VARIANTE FUNZA,Engativa,433 62 41,Domingo a Domingo de 7:00 A.M. a 6:00 P.M.,NA,NA,Pablo Suárez - Administrador,pablo.suarez@idrd.gov.co,Parque de Escala Regional,Mochilero,Ocio,
Parque Metropolitano Simón Bolívar,NORTE AC 63 SUR AC 53 ORIENTE 36 OCCIDENTE AV ROJAS,Teusaquillo,NA,Lunes a Domingo de 6:00 A.M. a 6:00 P.M.,NA,http://www.idrd.gov.co/sitio/idrd/node/233,Carlos Avendaño,carlos.avendano@idrd.gov.co,Ninguna,Mochilero,Ocio,
Parque Metropolitano Timiza - Villa del Río,CL 56A SUR KR 85,Kennedy,265 83 45,Lunes a Domingo de 6:00 A.M. a 6:00 P.M.,NA,http://www.idrd.gov.co/sitio/idrd/node/238,Bárbara Mosquera - administradora,NR,Parque de Escala Metropolitana,Mochilero,Ocio,
Parque Mirador de los Nevados,KR 87 A # 145 - 50,Suba,682 37 12,Lunes a Domingos de 8:00 A.M. a 4:30 P.M.,NA,http://ambientebogota.gov.co/web/sda/educacion,Luz Stella Rey Sabogal (Coordinadora de Educación Ambiental),Luz.rey@ambientebogota.gov.co,"Su diseño urbanístico está pensado en la cosmogonía muisca, por lo que cuenta con plazas, caminos, plazoletas y obeliscos con nombres alusivos a esta cultura. Por su excelente ubicación, en días despejados, alcanzan a observarse los nevados del Ruiz, del Tolima y de Santa Isabel, lo que permite generar reflexiones y discusiones en torno al tema del calentamiento global, énfasis temático de esta Aula. Otros temas de importancia que se abordan desde las acciones de educación ambiental son: diversidad cultural, territorio, residuos sólidos, ambiente sano y agua.",Mochilero,Ocio,
Parque Mundo Aventura,TV 71D # 1 - 14 SUR,Kennedy,414 27 00 - Whatsapp 322 348 35 24 (Lunes a Viernes de 9:00 a.m. a 6:00 p.m.),La apertura del parque es a las 6.00 A.M. para cA.M.inatas por áreas comunes. Los horarios del parque varían por lo que se solicita consultar página antes de la visita,"Pasaporte Zafiro 32.500
Pasaporte Esmeralda 52.500",www.mundoaventura.com.co,Yesica Naranjo -  Auxiliar servicio al cliente,servicioalcliente@mundoaventura.gov.co,Ninguna,Mochilero,Ocio,
Parque Nacional Enrique Olaya Herrera,CL 35 # 3 - 50 ,Santa Fe,232 90 62 / 245 48 51,Lunes a Domingo 07:00 A.M. a 4:00 P.M.,NA,www.idrd.gov.co,Jorge Briceño Páez,Jorge.briceño@idrd.gov.co,Parque de Escala Metropolitana,Mochilero,Ocio,
Parque Nacional Natural Sumapaz,EL ACCESO A LA ZONA DE PARAMO DEL PARQUE SE ENCUENTRA A 23 KM DE LA LOCALIDAD DE USME (BOGOTÁ).,Sumapaz,353 24 00,NR,NR,NR,NR,NR,Ninguna,Mochilero,Ocio,
Parque Presa Seca Canta Rana - Parque Ecológico Canta Rana,KR 1A # 100 - 11 SUR,Usme,NR ,NR ,NR ,NR ,NR ,NR ,Ninguna,Mochilero,Ocio,
Parque Salitre Mágico,CL 63 # 60 - 80,Barrios Unidos,660 50 00,"Lunes de 10:00 A.M. a 7:30 P.M., Miércoles de 10:00 A.M. a 5:30 P.M., Jueves y Viernes de 10:00 A.M. a 5:00 P.M., Sábados y Domingos de 10:30 A.M. a 7:30 P.M. ",Los precios varían por pasarte y por atracción,http://salitremagico.com.co/,Luisa Tenaria - Recepción,"contacto@salitremagico.com.co
grupos@salitremagico.com.co",Ninguna,Mochilero,Ocio,
Parque San Andrés,CL 82 # 100A - 91,Engativa,433 78 86 - 433 55 51,Domingo a Domingo de 7:00 A.M. a 6:00 P.M.,NA,NA,Joselio Triviño - Juan López,joselino.trivino@idrd.gov.co - juan.lopez@idrd.gov.co,Parque de Escala Zonal,Mochilero,Ocio,
